# FICHES DES VÉHICULES — une ligne par modèle du catalogue (resources/vehicle_models/<id>.tres). Ajustable à la main.
# Séparateur « ; », décimales avec un POINT. Une ligne qui commence par « # » est un commentaire.
# Le jeu lit ce fichier au lancement (scripts/data/FichesVehicules.gd) et en règle la conduite du joueur, façon GTA V
# (scenes/vehicles/ChassisGTA.gd), et celle de la circulation (scenes/vehicles/Car.gd). CLAUDE.md §15.
#
# Les réglages de conduite portent les NOMS DU HANDLING.META DE GTA V, et y jouent le même rôle, avec la même définition
# quand elle est connue (angle du pic du pneu, partage de l'adhérence et des freins entre les essieux, inertie, braquage à
# l'arrêt). Les valeurs sont celles de CE jeu, pensées pour chaque modèle ; ce que chacune donne ici est écrit ci-dessous
# (les conversions sont dans FichesVehicules.gd). Le ressenti visé est celui de GTA V : bien plus d'adhérence qu'en vrai, des
# freins très forts sur les voitures, une caisse qui bouge beaucoup, une glisse progressive.
#
# LE JOUEUR SEUL TOURNE LES ROUES : ni réduction du braquage avec la vitesse, ni contre-braquage automatique. La tenue de
# route vient de ces réglages, c'est-à-dire de la physique de la voiture.
#
# Colonnes :
#  id                 modèle du catalogue
#  nature             ce que c'est (estimé d'après son nom, sa forme et ses dimensions)
#  longueur_m, largeur_m, hauteur_m   dimensions MESURÉES sur le modèle, pour information (le jeu relit le modèle)
#
#  fMass                      masse en kg. Plus lourd, il accélère, freine et tourne avec les mêmes g, mais pousse les autres
#                             et encaisse mieux les chocs.
#  fInitialDriveForce         POUSSÉE du moteur. Au démarrage, elle vaut fInitialDriveForce x 3 g (0,25 -> 0,74 g) ; entière
#                             jusqu'à 20 % de la vitesse de pointe, puis elle baisse à puissance constante. Plus haut,
#                             accélération plus nerveuse.
#  fInitialDriveMaxFlatVel    VITESSE DE POINTE sur le plat, en km/h (GTA V l'écrit dans une unité à multiplier par 1,32 :
#                             150 dans GTA = 198 km/h ici). La traînée est réglée pour que la voiture s'y arrête.
#  fDriveBiasFront            roues motrices : 0 propulsion, 1 traction, entre les deux une intégrale (part de la poussée
#                             sur l'avant). Une propulsion survire sous les gaz, une traction sous-vire.
#  fBrakeForce                FREINS : décélération demandée de fBrakeForce x 2,4 g. Comme dans GTA V, les freins usent toute
#                             l'adhérence des pneus dès que fBrakeForce dépasse fTractionCurveMax / 4 : les voitures sont
#                             au-delà (l'ABS borne alors le freinage à ce que tiennent les pneus, une roue freinée au pied ne
#                             bloque jamais) ; les camions et les bus en deçà, ils freinent plus long.
#  fBrakeBiasFront            part du freinage sur l'avant (0,5 = moitié-moitié). Réglée sur la charge de l'avant au freinage
#                             le plus fort : plus bas, l'arrière décroche au freinage ; plus haut, la voiture freine moins fort.
#  fHandBrakeForce            FREIN À MAIN (Espace), sur les roues arrière seulement, même unité que fBrakeForce : sa force vaut
#                             fHandBrakeForce x 2,4 x le poids du véhicule. Plus forte que ce que tiennent les pneus arrière
#                             (en gros fHandBrakeForce > fTractionCurveMax / 4 x 2 x la part du poids sur l'arrière), elle les
#                             BLOQUE et l'arrière part en glisse : une voiture dérape ; un camion ou un bus (frein de parc, en
#                             deçà) ralentit sans déraper.
#  fSteeringLock              BRAQUAGE maximal des roues avant, en degrés, le même à toute vitesse : c'est le joueur qui dose.
#                             Braquer à fond à haute vitesse fait glisser les pneus avant au-delà de leur pic : la voiture
#                             tourne sur leur adhérence de glisse et perd de la vitesse.
#  fTractionCurveMax          ADHÉRENCE MAXIMALE des pneus, au pic de leur courbe : fTractionCurveMax x 0,6 g d'accélération
#                             en virage et au freinage (2,33 -> 1,4 g ; une vraie voiture tient 0,9 à 1 g). Dans ce tableau :
#                             de 1,55 (bus) à 2,68 (hypercar).
#  fTractionCurveMin          ADHÉRENCE EN GLISSE, même unité : ce qui reste passé le pic. Proche du maximum, la glisse est
#                             douce et se rattrape ; plus bas (muscle cars, anciennes), elle est plus franche. Une roue bloquée
#                             au frein à main en a 90 %.
#  fTractionCurveLateral      FORME DE LA COURBE du pneu, en degrés (la définition de GTA V) : l'adhérence est maximale quand le
#                             pneu glisse de la MOITIÉ de cet angle (22 -> pic à 11°), puis elle redescend vers
#                             fTractionCurveMin, atteinte à l'angle entier. Plus petit : direction plus directe, mais la glisse
#                             vient plus vite passé la limite ; plus grand : plus doux, plus facile à rattraper.
#  fTractionBiasFront         PARTAGE DE L'ADHÉRENCE entre l'avant et l'arrière (la définition de GTA V) : l'avant en a 2 x
#                             fTractionBiasFront, l'arrière 2 x (1 - fTractionBiasFront). Sous 0,5, l'arrière tient plus que
#                             l'avant (0,48 : 8 % de plus) et la voiture sous-vire à la limite, stable ; vers 0,5, elle devient
#                             joueuse. C'est le premier réglage de la stabilité.
#  fLowSpeedTractionLossMult  PATINAGE AU DÉMARRAGE : à l'arrêt, les roues qui poussent perdent fLowSpeedTractionLossMult x
#                             30 % de leur adhérence, et la retrouvent à 25 km/h. 0 : jamais de patinage ; 1,5 et plus : les
#                             grosses propulsions fument au départ.
#  fSuspensionForce           RESSORTS (la définition de GTA V) : la roue se détend de 1 / (4 x fSuspensionForce) m sous sa
#                             position de repos avant que le ressort ne pousse plus. Fréquence propre ~ racine de
#                             fSuspensionForce, en Hz. Plus bas, la caisse plonge, s'écrase et penche davantage.
#  fSuspensionCompDamp        AMORTISSEUR à la compression : fSuspensionCompDamp x 20 % de l'amortissement critique.
#  fSuspensionReboundDamp     AMORTISSEUR à la détente, même unité. Plus bas, la caisse rebondit davantage.
#  fAntiRollBarForce          BARRES ANTI-ROULIS : la raideur en roulis de chaque essieu vaut celle de ses ressorts x (1 +
#                             fAntiRollBarForce). Plus bas, la caisse penche davantage en virage.
#  vecCentreOfMassOffset      décalage du CENTRE DE GRAVITÉ, « x,y,z » en m, dans le repère de GTA V (x à droite, y vers
#                             l'avant, z vers le haut), depuis le milieu de l'empattement, à 38 % de la hauteur du modèle.
#                             y > 0 : plus de poids sur l'avant (moteur avant). Monter z fait pencher davantage ; le jeu
#                             garde quand même le véhicule sur ses roues (ci-dessous).
#  vecInertiaMultiplier       INERTIE, « x,y,z » (la définition de GTA V) : celle d'une boîte pleine aux dimensions du modèle,
#                             multipliée par x pour le tangage, y pour le roulis, z pour le lacet. Plus haut, le véhicule met
#                             plus de temps à pivoter et à s'arrêter de pivoter : un z plus haut rend une glisse plus lente et
#                             plus facile à rattraper, la direction un peu moins vive.
#
#  garde_cm           hauteur minimale du dessous de la caisse physique au-dessus du sol (le modèle peut être plus bas)
#  trafic_kmh, trafic_accel_ms2       vitesse de croisière et accélération de ce modèle dans la circulation. La vitesse
#                     est relative : un modèle roule à trafic_kmh quand la berline de référence (43 km/h, la valeur par
#                     défaut) roule à la vitesse de son spawner (12 m/s dans World.tscn) ; un spawner réglé autrement
#                     décale tout le monde d'autant (Car.setup). Le freinage est le même pour tous (Car.AI_DECEL).
#
# JAMAIS DE TONNEAU (règle du joueur) : quels que soient ces réglages, le jeu place la hauteur où les pneus poussent en
# travers (le centre de roulis, fRollCentreHeight dans GTA V) pour que le véhicule glisse avant de pouvoir se coucher.
#
# RÉGLAGES GLOBAUX, pour tous les véhicules à la fois, sans toucher à ces lignes : resources/vehicle_physics/
# reglages_conduite.tres (dans l'éditeur, double-clic : l'inspecteur). Deux multiplicateurs, le freinage (fBrakeForce et
# fHandBrakeForce de chaque ligne) et l'adhérence (fTractionCurveMax et fTractionCurveMin), qui gardent les écarts entre
# modèles.
#
id;nature;longueur_m;largeur_m;hauteur_m;fMass;fInitialDriveForce;fInitialDriveMaxFlatVel;fDriveBiasFront;fBrakeForce;fBrakeBiasFront;fHandBrakeForce;fSteeringLock;fTractionCurveMax;fTractionCurveMin;fTractionCurveLateral;fTractionBiasFront;fLowSpeedTractionLossMult;fSuspensionForce;fSuspensionCompDamp;fSuspensionReboundDamp;fAntiRollBarForce;vecCentreOfMassOffset;vecInertiaMultiplier;garde_cm;trafic_kmh;trafic_accel_ms2
city_sedan_01;berline compacte;4.16;2.02;1.41;1300;0.25;195;1.00;0.80;0.86;0.60;40.0;2.33;2.05;22.0;0.480;1.00;1.25;0.62;0.94;0.36;0.0,0.26,0.0;1.0,1.4,1.0;28;43;3.0
city_sedan_02;berline familiale;4.49;1.92;1.38;1450;0.26;210;1.00;0.80;0.85;0.60;40.0;2.33;2.05;22.0;0.480;1.00;1.25;0.62;0.94;0.36;0.0,0.26,0.0;1.0,1.4,1.0;28;43;3.2
city_sedan_03;berline moyenne;4.31;1.97;1.36;1400;0.26;200;1.00;0.80;0.85;0.60;40.0;2.33;2.05;22.0;0.480;1.00;1.25;0.62;0.94;0.36;0.0,0.28,0.0;1.0,1.4,1.0;28;43;3.1
city_sports_car_01;sportive compacte à moteur arrière (type 911);4.01;1.87;1.15;1450;0.33;290;0.00;0.95;0.65;0.75;40.0;2.57;2.31;21.0;0.490;1.30;2.56;1.41;2.05;0.55;0.0,-0.21,0.0;1.0,1.3,0.95;28;46;4.3
city_sports_car_02;supercar large et basse;4.07;2.12;1.14;1500;0.36;320;0.40;1.00;0.68;0.75;38.0;2.57;2.39;20.0;0.485;1.00;2.80;1.61;2.31;0.55;0.0,-0.19,0.0;1.0,1.3,0.9;28;46;4.6
city_sports_car_03;supercar, la plus puissante du pack city;4.23;2.06;1.13;1550;0.36;330;0.40;1.00;0.68;0.75;38.0;2.57;2.39;20.0;0.485;1.00;2.80;1.61;2.31;0.55;0.0,-0.20,0.0;1.0,1.3,0.9;28;46;4.7
city_stepvan_01;camion de livraison à marchepied (type UPS);5.74;2.59;2.59;5000;0.17;110;0.00;0.42;0.73;0.15;38.0;1.83;1.61;19.0;0.475;0.30;1.44;0.79;1.15;0.61;0.0,-0.17,0.0;1.0,1.3,1.2;39;38;1.4
city_suv_01;SUV compact;3.96;2.20;1.69;1550;0.25;190;1.00;0.70;0.85;0.50;38.0;2.14;1.86;20.0;0.480;1.30;1.44;0.72;1.08;0.45;0.0,0.22,0.0;1.1,1.5,1.15;33;43;2.9
city_suv_02;SUV familial;4.26;2.10;1.81;1900;0.26;200;0.40;0.70;0.83;0.50;38.0;2.18;1.90;20.0;0.480;1.30;1.44;0.72;1.08;0.45;0.0,0.17,0.0;1.1,1.5,1.15;40;43;3.0
city_suv_03;tout-terrain court (type Wrangler 2 portes);3.76;1.97;1.75;1800;0.28;170;0.40;0.70;0.82;0.50;38.0;2.07;1.80;21.0;0.480;1.00;1.25;0.62;0.94;0.28;0.0,0.11,0.0;1.1,1.5,1.15;40;42;3.0
city_swat_apc_01;blindé d'intervention large (type BearCat);5.95;3.11;2.69;8000;0.18;120;0.40;0.40;0.85;0.15;38.0;1.88;1.69;19.0;0.460;0.30;1.64;0.90;1.31;0.75;0.0,0.00,0.0;1.0,1.4,1.4;40;38;1.5
city_swat_apc_02;SUV blindé d'intervention;5.16;2.32;2.29;5200;0.21;140;0.40;0.45;0.86;0.15;38.0;1.88;1.69;20.0;0.460;0.30;1.64;0.90;1.31;0.75;0.0,0.06,0.0;1.0,1.4,1.4;28;40;1.8
city_swat_tank;blindé lourd à roues de 1,44 m;6.04;2.57;2.72;14000;0.15;100;0.40;0.36;0.85;0.15;38.0;1.88;1.69;19.0;0.440;0.30;1.25;0.69;1.00;0.75;0.0,0.00,0.0;1.0,1.4,1.4;40;36;1.2
city_sweeper;balayeuse de voirie compacte;3.95;1.93;2.00;4500;0.14;50;0.00;0.40;0.72;0.15;38.0;1.72;1.51;19.0;0.475;0.30;1.64;0.90;1.31;0.50;0.0,-0.09,0.0;1.0,1.3,1.2;28;35;1.2
city_taxi;berline taxi;4.24;2.02;1.73;1450;0.25;190;1.00;0.80;0.85;0.60;40.0;2.33;2.05;22.0;0.480;1.00;1.25;0.62;0.94;0.36;0.0,0.23,0.0;1.0,1.4,1.0;28;44;3.1
city_truck_01;camion porteur à caisse de 8 m, deux essieux;8.01;2.23;2.75;7500;0.16;110;0.00;0.33;0.73;0.15;40.0;1.77;1.56;18.0;0.470;0.20;1.85;1.06;1.53;0.61;0.0,-0.27,0.0;1.0,1.3,1.2;38;38;1.5
city_truck_02;petit camion à caisse (3,5 t);5.39;2.10;2.66;3500;0.18;130;0.00;0.42;0.77;0.15;38.0;1.83;1.61;19.0;0.475;0.30;1.64;0.90;1.31;0.50;0.0,-0.06,0.0;1.0,1.3,1.2;30;40;2.0
city_truck_02_flat;petit camion plateau;5.39;2.10;1.94;3000;0.20;135;0.00;0.45;0.80;0.45;38.0;1.83;1.61;19.0;0.475;0.30;1.64;0.90;1.31;0.50;0.0,0.00,0.0;1.0,1.3,1.2;30;40;2.1
city_truck_03;gros porteur à caisse, trois essieux;7.81;2.78;3.49;12000;0.15;100;0.00;0.33;0.62;0.15;40.0;1.65;1.45;18.0;0.470;0.20;1.85;1.06;1.53;0.75;0.0,-0.56,0.0;1.0,1.3,1.2;28;37;1.3
city_truck_03_flat;gros porteur plateau, trois essieux;7.81;2.78;3.17;10500;0.16;100;0.00;0.33;0.65;0.15;40.0;1.65;1.45;18.0;0.470;0.20;1.85;1.06;1.53;0.75;0.0,-0.47,0.0;1.0,1.3,1.2;28;37;1.4
city_truck_03_tank;camion-citerne, trois essieux;7.88;2.78;3.20;13000;0.14;95;0.00;0.30;0.59;0.15;40.0;1.65;1.45;18.0;0.470;0.20;1.85;1.06;1.53;0.75;0.0,-0.65,0.0;1.0,1.3,1.2;28;36;1.2
city_utility_truck;camion de service à caisson outils;5.67;2.41;2.18;4200;0.22;140;0.40;0.42;0.77;0.15;38.0;1.83;1.61;19.0;0.475;0.30;1.64;0.90;1.31;0.50;0.0,-0.07,0.0;1.0,1.3,1.2;34;40;1.9
city_van_01;fourgonnette;4.69;2.27;1.92;2200;0.21;160;1.00;0.55;0.84;0.45;38.0;1.97;1.73;21.0;0.480;0.80;1.44;0.72;1.08;0.36;0.0,0.23,0.0;1.0,1.3,1.1;37;42;2.5
city_van_02;fourgon tôlé haut;4.77;2.27;2.12;2400;0.21;155;1.00;0.55;0.83;0.45;38.0;1.97;1.73;21.0;0.480;0.80;1.44;0.72;1.08;0.36;0.0,0.18,0.0;1.0,1.3,1.1;28;41;2.3
city_van_03;grand fourgon long;5.47;2.32;2.26;2700;0.21;155;0.00;0.55;0.81;0.45;38.0;1.97;1.73;21.0;0.480;0.80;1.44;0.72;1.08;0.36;0.0,0.07,0.0;1.0,1.3,1.1;28;41;2.3
lowpoly_armor;voiture blindée;5.15;2.47;1.97;3500;0.23;150;0.40;0.45;0.86;0.15;38.0;2.00;1.80;20.0;0.460;0.30;1.64;0.90;1.31;0.61;0.0,0.06,0.0;1.0,1.4,1.4;28;41;2.2
lowpoly_coupe;grand coupé;5.14;2.35;1.74;1700;0.29;220;0.00;0.85;0.81;0.65;40.0;2.33;2.05;22.0;0.485;1.20;1.64;0.86;1.27;0.40;0.0,0.09,0.0;1.0,1.4,1.0;28;44;3.4
lowpoly_fenyr;hypercar (type Fenyr SuperSport);4.88;2.22;1.30;1350;0.39;350;0.00;1.05;0.65;0.75;38.0;2.68;2.49;20.0;0.485;1.20;2.80;1.61;2.31;0.68;0.0,-0.29,0.0;1.0,1.3,0.9;28;46;4.8
lowpoly_ghini;sportive italienne des années 1970 (type Miura);4.79;1.97;1.38;1300;0.33;280;0.00;0.95;0.68;0.75;40.0;2.45;2.16;22.0;0.485;1.30;2.31;1.27;1.85;0.50;0.0,-0.23,0.0;1.0,1.3,0.95;28;45;4.2
lowpoly_italia;sportive italienne à moteur central (type 458);5.24;2.50;1.34;1450;0.36;325;0.00;1.05;0.68;0.75;38.0;2.61;2.43;20.0;0.485;1.20;2.80;1.61;2.31;0.68;0.0,-0.25,0.0;1.0,1.3,0.9;28;46;4.6
lowpoly_jeep;tout-terrain (type Jeep);4.45;2.28;2.03;1900;0.27;165;0.40;0.70;0.82;0.50;38.0;2.02;1.76;21.0;0.480;1.00;1.25;0.62;0.94;0.22;0.0,0.13,0.0;1.1,1.5,1.15;30;42;2.8
lowpoly_kamaro;muscle car moderne (type Camaro);4.87;2.01;1.36;1650;0.33;260;0.00;0.85;0.82;0.75;40.0;2.37;2.01;23.0;0.485;1.70;1.85;0.74;1.16;0.45;0.0,0.12,0.0;1.0,1.4,1.1;28;45;4.0
lowpoly_lamb;supercar V12 (type Aventador);4.62;2.07;1.33;1600;0.37;340;0.40;1.05;0.69;0.75;38.0;2.68;2.49;20.0;0.485;1.00;2.80;1.61;2.31;0.68;0.0,-0.17,0.0;1.0,1.3,0.9;28;46;4.8
lowpoly_mobil;grande berline de luxe;5.34;2.16;1.51;2000;0.29;250;0.00;0.80;0.81;0.60;40.0;2.33;2.05;21.0;0.480;1.00;1.08;0.54;0.81;0.40;0.0,0.06,0.0;1.0,1.5,1.2;28;43;3.3
lowpoly_police;grande berline de police;5.72;2.25;1.67;1950;0.29;230;0.00;0.85;0.82;0.60;40.0;2.33;2.05;22.0;0.480;1.00;1.64;0.82;1.23;0.45;0.0,0.13,0.0;1.0,1.4,1.0;28;44;3.4
lowpoly_rally;voiture de rallye (rapports courts);4.02;1.97;1.62;1250;0.34;200;0.40;0.95;0.83;0.80;40.0;2.57;2.36;22.0;0.485;1.00;2.07;1.14;1.66;0.40;0.0,0.13,0.0;1.0,1.3,0.95;28;45;4.3
lowpoly_van;fourgonnette;4.98;2.12;1.96;2100;0.23;165;1.00;0.55;0.83;0.45;38.0;1.97;1.73;21.0;0.480;0.80;1.44;0.72;1.08;0.36;0.0,0.21,0.0;1.0,1.3,1.1;28;42;2.5
normalcar1;berline;4.22;1.81;1.18;1300;0.25;190;1.00;0.80;0.86;0.60;40.0;2.33;2.05;22.0;0.480;1.00;1.25;0.62;0.94;0.36;0.0,0.27,0.0;1.0,1.4,1.0;28;43;3.0
normalcar2;citadine;3.31;1.64;1.15;1000;0.23;160;1.00;0.70;0.86;0.50;40.0;2.22;1.93;22.0;0.485;0.80;1.44;0.72;1.08;0.32;0.0,0.24,0.0;1.0,1.2,0.9;28;42;2.4
sportscar;coupé sportif;3.97;1.80;1.16;1350;0.32;270;0.00;0.95;0.73;0.75;40.0;2.52;2.27;21.0;0.485;1.30;2.31;1.27;1.85;0.55;0.0,-0.12,0.0;1.0,1.3,0.95;28;45;4.1
sportscar2;coupé sportif, plus puissant;3.93;1.87;1.20;1400;0.33;280;0.00;0.95;0.72;0.75;40.0;2.57;2.31;21.0;0.485;1.30;2.56;1.41;2.05;0.55;0.0,-0.13,0.0;1.0,1.3,0.95;28;45;4.3
suv;SUV;4.21;2.11;1.53;1800;0.26;200;0.40;0.70;0.83;0.50;38.0;2.14;1.86;20.0;0.480;1.30;1.44;0.72;1.08;0.45;0.0,0.15,0.0;1.1,1.5,1.15;28;43;2.9
taxi;berline taxi;4.22;1.81;1.31;1350;0.25;185;1.00;0.80;0.86;0.60;40.0;2.33;2.05;22.0;0.480;1.00;1.25;0.62;0.94;0.36;0.0,0.27,0.0;1.0,1.4,1.0;28;43;3.0
